(30, 1.0) | [0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1] | None
(31, 1.0) | [0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0] | None
(32, 1.0) | [0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1] | None
(33, 1.0) | [0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0] | None
(34, 1.0) | [0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1] | None
(35, 1.0) | [0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0] | None
(36, 1.0) | [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1] | None
(37, 1.0) | [0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0] | None
(38, 1.0) | [0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1] | None
(39, 1.0) | [0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1] | None
(40, 1.0) | [0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1] | None
(41, 1.0) | [0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1] | None
(42, 1.0) | [0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1] | None
(43, 1.0) | [0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0] | None
(44, 1.0) | [0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1] | None
(45, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] | None
(46, 1.0) | [1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1] | None
(47, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] | None
(48, 1.0) | [1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1] | None
(49, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] | None
(50, 1.0) | [1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1] | None
(51, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] | None
(52, 1.0) | [0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1] | None
(53, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] | None
(54, 1.0) | [0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1] | None
(55, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] | None
(56, 1.0) | [0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1] | None
(57, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] | None
(58, 1.0) | [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0] | None
(59, 1.0) | [0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0] | None
(60, 1.0) | [0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0] | None
(61, 1.0) | [0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1] | None
(62, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0] | None
(63, 1.0) | [0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1] | None
(64, 1.0) | [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0] | None
(65, 1.0) | [0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1] | None
(66, 1.0) | [0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1] | None
(67, 1.0) | [0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1] | None
(68, 1.0) | [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0] | None
(69, 1.0) | [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0] | None
(70, 1.0) | [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1] | None
(71, 1.0) | [0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0] | None
(72, 1.0) | [0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1] | None
(73, 1.0) | [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1] | None
(74, 1.0) | [0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1] | None
(75, 1.0) | [0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0] | None
(76, 1.0) | [0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1] | None
(77, 1.0) | [0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1] | None
